incident_id;id_attribute;value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;system_incident_extension_id;name;active_flag;;;;;;;;;;;;;;;;;;;;
3762c92b-5def-457e-b27b-c7a7b20f67db;87778ccc-049f-4043-beb2-591f3b7383e1;W maĹ‚ej wiosce nad rzekÄ… doszĹ‚o do kolizji miÄ™dzy autami. Chrysler LeBaron, Hatchback, naleĹĽÄ…cy do mieszkaĹ„ca, staĹ‚ spokojnie na parkingu przy rzece. Nagle Toyota Echo, Sedan, prowadzona przez turystÄ™, wjechaĹ‚a na parking zbyt szybko i uderzyĹ‚a w bok LeBarona. Obie pojazdy doznaĹ‚y powierzchownych zarysowaĹ„, a dwĂłch pasaĹĽerĂłw Toyoty odniosĹ‚o zĹ‚amania nĂłg. CaĹ‚e zdarzenie miaĹ‚o miejsce przy sĹ‚onecznej promenadzie, a odgĹ‚osy rozbicia niespodziewanie zmieszaĹ‚y siÄ™ z dzikim szumem rzeki.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0d5b1b2b-a704-49bf-93d0-abf1fc352e6d;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
c7c8c2c9-7153-4534-b780-fb0615c5d319;6ad5817a-032a-4356-8b3a-4ba1e0ab8a39;Wypadek miaĹ‚ miejsce na zakrÄ™cie przy starym mĹ‚ynie. Oldsmobile Intrigue, typu hatch-back, jechaĹ‚ Ĺ›cieĹĽkÄ… rowerowÄ…, gdy nagle z oddali wyĹ‚oniĹ‚ siÄ™ Mercury Sable typu cabrio. Sprawca, zbyt rozkojarzony otwartym dachem, zjechaĹ‚ na przeciwny pas, blokujÄ…c drogÄ™ Intrigue. W wyniku zderzenia, z obu aut wytrysnÄ™Ĺ‚y kurtyny powietrzne. SzczÄ™Ĺ›liwie nikt nie odniĂłsĹ‚ powaĹĽnych obraĹĽeĹ„. Dochodzenie wciÄ…ĹĽ trwa, by okreĹ›liÄ‡ winowajcÄ™ tej niefortunnej kolizji.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a91f785f-db36-469b-b057-03428b299ba3;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
645abd80-d95f-486c-b188-61952234007b;6eb0bb56-3c73-4107-b325-1bb08d6bb36b;W miejscowoĹ›ci Willow Creek doszĹ‚o do kolizji na skrzyĹĽowaniu ulicy Klonowej i Lipowej. Chrysler 300 kombi, ktĂłrym podrĂłĹĽowaĹ‚a rodzina, zostaĹ‚ uderzony przez szybki sedan Acura RSX. W wyniku zderzenia oba auta doznaĹ‚y powaĹĽnych uszkodzeĹ„, a kierowca Acury odniĂłsĹ‚ lekkie obraĹĽenia. Kierowcy Chryslera trafili do szpitala z podejrzeniem zĹ‚amania koĹ›ci. SĹ‚uĹĽby ratunkowe szybko dotarĹ‚y na miejsce i udzieliĹ‚y pomocy poszkodowanym. TrwajÄ…ca sytuacja spowodowaĹ‚a utrudnienia w ruchu na skrzyĹĽowaniu.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5fce3af9-15e3-4a9b-98f9-fa46518bd371;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
f6798786-de2c-4e92-9a3d-2c00fa1adaea;8d4cf402-bef5-4bef-9a78-715ce05eb3f9;Na skrzyĹĽowaniu ulic Kwiatowa i LeĹ›na doszĹ‚o do zderzenia dwĂłch pojazdĂłw. Pickup GMC Sierra 2500 firmy z wypoĹĽyczalni przejeĹĽdĹĽaĹ‚ na zielonym Ĺ›wietle, gdy nagle kabriolet MINI Countryman nie zatrzymaĹ‚ siÄ™ na czerwonym. Szybki i gwaĹ‚towny potrÄ…cenie spowodowaĹ‚o stĹ‚uczkÄ™, w wyniku ktĂłrej GMC zostaĹ‚ pognieciony z przodu, a MINI odniĂłsĹ‚ duĹĽe uszkodzenia z boku. Miejscowe sĹ‚uĹĽby juĹĽ na miejscu, wykonujÄ…c niezbÄ™dne czynnoĹ›ci.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02db7355-6d6c-4c37-88ff-e3fa6fa2773a;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
ca1697c2-d9f1-4a15-864b-b4559fb6d465;2c32f62c-c1b1-42d7-b29b-3f62057ab800;DoĹ›cie poranek na plaĹĽy w Miami zamieniĹ‚ siÄ™ w koszmar dla kierowcĂłw Mitsubishi Endeavor i Plymouth Voyager. Podczas jazdy po nadmorskiej promenadzie Plymouth, SUV, wyjechaĹ‚ nagle z bocznej uliczki, przecinajÄ…c drogÄ™ kabrioletowi Mitsubishi. DoszĹ‚o do zderzenia, ktĂłre sprawiĹ‚o, ĹĽe kabriolet Mitsubishi zostaĹ‚ powaĹĽnie uszkodzony. Kierowca Endeavor doznaĹ‚ zĹ‚amanej nogi, natomiast kierowca Voygera ucierpiaĹ‚ tylko lekko. Teraz sĹ‚uĹĽby ratunkowe wprowadziĹ‚y zamieszanie na spokojnej plaĹĽy.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3d91d44f-5314-4be2-a4f5-a147553ea10f;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
be86d9b4-e073-4a42-af14-c88bb86ba0eb;f67a5b7c-6a38-41b3-8d69-76d86a720ba3;Na ruchliwym skrzyĹĽowaniu ulic SĹ‚onecznej i Kwiatowej doszĹ‚o do zderzenia samochodĂłw. KierujÄ…ca BMW 330 kombi, jadÄ…ca z prawej strony, niezauwaĹĽyĹ‚a nadjeĹĽdĹĽajÄ…cego Audi 80 SUV, ktĂłry nie zdÄ…ĹĽyĹ‚ zahamowaÄ‡ i uderzyĹ‚ w bok BMW. W wyniku zderzenia oba pojazdy zostaĹ‚y powaĹĽnie uszkodzone. Na szczÄ™Ĺ›cie nikt nie odniĂłsĹ‚ powaĹĽnych obraĹĽeĹ„, ale korek na skrzyĹĽowaniu byĹ‚ nieunikniony. Na miejscu zdarzenia niezbÄ™dna byĹ‚a interwencja policji i sĹ‚uĹĽb ratunkowych.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f74962c4-0a1e-4e1b-b283-d15c99eb095b;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
9238e912-8909-46d3-9908-f4724ced014a;ab0f9dc2-a799-4a35-a322-018f0cdaac07;DoszĹ‚o do kolizji na ruchliwej ulicy miÄ™dzy Mitsubishi Eclipse a Chevrolet Express 3500. Mitsubishi wyjeĹĽdĹĽaĹ‚ z parkingu, gdy nagle Chevrolet, zmÄ™czony kierowca dostawczej nocy, uderzyĹ‚ w tyĹ‚ auta. W wyniku zderzenia oba pojazdy odnieĹ›li powaĹĽne uszkodzenia - zniszczone zderzaki, rozbite reflektory i wgniecione drzwi. Kierowca Mitsubishi odniĂłsĹ‚ lekkie obraĹĽenia, trzeba byĹ‚o wezwaÄ‡ pogotowie. Na szczÄ™Ĺ›cie nikt nie ucierpiaĹ‚ powaĹĽniej. Wypadek na skrzyĹĽowaniu ulic Korfantego i Mickiewicza skutecznie sparaliĹĽowaĹ‚ ruch.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f0f0c32b-809b-434e-b87b-858762b34585;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
51bdb03f-9abe-4878-bfc1-dd5578f72c7d;bd283cce-0f7a-4c15-a407-73ce1cb6e89e;Wypadek miaĹ‚ miejsce na zakrÄ™cie w lesie na obrzeĹĽach miasta. GMC Savana 2500, kierowany przez poszkodowanego, nagle straciĹ‚ panowanie i zjechaĹ‚ na przeciwlegĹ‚y pas ruchu. ZderzyĹ‚ siÄ™ z GMC Yukon Denali, naleĹĽÄ…cym do sprawcy, ktĂłry nie byĹ‚ w stanie uniknÄ…Ä‡ kolizji. OdgĹ‚os rozbijajÄ…cego siÄ™ szkĹ‚a przeszyĹ‚ ciszÄ™ lasu. Obie maszyny utkwiĹ‚y w sobie, jak walczÄ…ce byki. Na szczÄ™Ĺ›cie nikt nie odniĂłsĹ‚ powaĹĽniejszych obraĹĽeĹ„, jednak auta wymagaĹ‚y holowania.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6800920f-6637-4e92-9cca-8e38659c5c7f;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
92c0d428-e93a-4a04-8ab4-ebd51919577d;6d1c4d39-f57e-4449-95d0-cd6f5244d758;DoszĹ‚o do wypadku drogowego na skrzyĹĽowaniu ulic SĹ‚onecznej i Wiosennej. Kabriolet Ram 1500 zostaĹ‚ uderzony przez kabriolet Mercedesa-Benz CL-Class, ktĂłry nie ustÄ…piĹ‚ pierwszeĹ„stwa. W wyniku zderzenia oba auta doznaĹ‚y powaĹĽnych uszkodzeĹ„, a kierowcy ucierpieli z lekkimi obraĹĽeniami. Wyciek paliwa spowodowaĹ‚ krĂłtkotrwaĹ‚Ä… blokadÄ™ ulicy, a niebezpieczne wraki musiaĹ‚y byÄ‡ odholowane. Na szczÄ™Ĺ›cie szybka reakcja sĹ‚uĹĽb ratunkowych zapobiegĹ‚a wiÄ™kszym stratom. Miejsce wypadku zostaĹ‚o zabezpieczone, a sprawca zostaĹ‚ ukarany mandatem.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cdf6da57-d579-407f-86f8-5edc3e3a3441;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
f4eb6666-76aa-4598-8276-dd8ba781fb91;b0ec1bcc-56bc-4a13-b290-abd4e8050a67;W niewielkiej wiosce nadmorskiej doszĹ‚o do kolizji na skrzyĹĽowaniu ulic. Porsche 968 hatch-back ustÄ…piĹ‚o pierwszeĹ„stwa Lincolnowi MKX hatch-back, lecz ten nie zauwaĹĽyĹ‚ zbliĹĽajÄ…cego siÄ™ rowerzysty. Aby uniknÄ…Ä‡ potrÄ…cenia, kierowca Porsche gwaĹ‚townie skrÄ™ciĹ‚, tracÄ…c panowanie nad autem i uderzajÄ…c w sĹ‚up oĹ›wietleniowy. Na szczÄ™Ĺ›cie nikomu nic siÄ™ nie staĹ‚o, jednak oba auta odniosĹ‚y powaĹĽne uszkodzenia. Sytuacja skĹ‚oniĹ‚a mieszkaĹ„cĂłw do zwrĂłcenia szczegĂłlnej uwagi na bezpieczeĹ„stwo w ruchu drogowym.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b7278c5d-3a52-4a09-b65f-d917bd6d72a4;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
