incident_id;;;;;;;;;;name_asset;asset_id;;asset_attribute_value;asset_id_attribute;asset_attribute_id;system_asset_extension_id;id_extension;system_asset_extension_name;;;;id;name;;relation_id
3762c92b-5def-457e-b27b-c7a7b20f67db;;;;;;;;;;polisa;d4ba52a6-b472-4db6-938a-1b49862b4e74;;CM0288403913;d4ba52a6-b472-4db6-938a-1b49862b4e74;ce62ee04-4569-47d4-846e-7d8b4717777c;d0780c78-49ec-4b61-851e-0434c1713cd2;d0780c78-49ec-4b61-851e-0434c1713cd2;nr_polisy;;;;7881a3bb-eedd-4f77-a298-62ab93be05cc;polisa;;52d27c15-27d3-4cf5-be29-a7e65bbbd6c2
c7c8c2c9-7153-4534-b780-fb0615c5d319;;;;;;;;;;polisa;3071fcca-aff5-44c9-89c0-d519a49a1bba;;CP6055269142;3071fcca-aff5-44c9-89c0-d519a49a1bba;9c88c3fb-d83b-48d7-b5eb-2fca69c3e9b6;32dec54a-4e1d-41c7-8d1f-73ee4536a18b;32dec54a-4e1d-41c7-8d1f-73ee4536a18b;nr_polisy;;;;57911068-9b38-490d-b052-0ae9a567544c;polisa;;b3fe1060-a36f-4bf5-93c9-8ec95cb3bbe9
645abd80-d95f-486c-b188-61952234007b;;;;;;;;;;polisa;5dcb7fad-237d-40fe-a0a1-83cc57580c07;;TR9359740714;5dcb7fad-237d-40fe-a0a1-83cc57580c07;4d3ee287-36de-44bc-8bf1-f8c1b91407eb;bf9ed933-2392-44ea-b84a-ca25eeafe3bf;bf9ed933-2392-44ea-b84a-ca25eeafe3bf;nr_polisy;;;;226cb230-d1d7-4b7e-99b7-dbd20f45d190;polisa;;56afec85-61c2-4364-93f5-e648ca6ae830
f6798786-de2c-4e92-9a3d-2c00fa1adaea;;;;;;;;;;polisa;a2bfa58a-d05d-4bce-acc0-cf186deafbbb;;QB9991074972;a2bfa58a-d05d-4bce-acc0-cf186deafbbb;d019c64d-1341-44e7-a499-d79affdd9c47;cd981af7-0ad9-4da0-acee-0bbdeb839644;cd981af7-0ad9-4da0-acee-0bbdeb839644;nr_polisy;;;;37851187-52a3-4004-8374-f27c53889aa4;polisa;;f43e0521-9b08-43d3-9012-5cf0e8265550
ca1697c2-d9f1-4a15-864b-b4559fb6d465;;;;;;;;;;polisa;60befc03-9eca-408b-bf6c-27deb7cf9d25;;EC7161662421;60befc03-9eca-408b-bf6c-27deb7cf9d25;6d42edc8-4919-43e5-a13e-bbe15bd61692;d7609cb4-3851-4b5c-9ca6-0e768fb2620a;d7609cb4-3851-4b5c-9ca6-0e768fb2620a;nr_polisy;;;;1d9723ed-086e-4be8-8e42-0e032073be09;polisa;;feeca4aa-cc17-49d5-a493-68491d502db7
be86d9b4-e073-4a42-af14-c88bb86ba0eb;;;;;;;;;;polisa;657ab303-a890-4d6e-973a-4a26c11516bb;;PT8872158133;657ab303-a890-4d6e-973a-4a26c11516bb;80ed70e4-0b7a-4b5c-af69-bb0520e6c156;d30a90ad-e753-4224-8efa-1b6db2ef5d9e;d30a90ad-e753-4224-8efa-1b6db2ef5d9e;nr_polisy;;;;6780ad4a-bc9e-49e0-9326-cbc1976fd82c;polisa;;e9f386d8-6ba9-4cc0-8c43-996c9c3a9d6d
9238e912-8909-46d3-9908-f4724ced014a;;;;;;;;;;polisa;e23cfdd3-92d7-4dd9-bcc1-72188497e19f;;AV4971036320;e23cfdd3-92d7-4dd9-bcc1-72188497e19f;f3989f09-2b77-4354-89a7-20b06984f36f;af4bca04-e03c-4a37-8a70-eedd98349392;af4bca04-e03c-4a37-8a70-eedd98349392;nr_polisy;;;;edf8b645-da1a-4ec3-85ed-808bf9e459bc;polisa;;701c56ea-da55-4402-955b-cf963c767948
51bdb03f-9abe-4878-bfc1-dd5578f72c7d;;;;;;;;;;polisa;a34ce550-7091-4737-aa68-9bb50cc0f1ad;;LJ4707181987;a34ce550-7091-4737-aa68-9bb50cc0f1ad;8c949016-e15f-4b66-9e98-5c0846c1fc67;1b60b184-fcf1-4f23-8fe8-b7a06deaf687;1b60b184-fcf1-4f23-8fe8-b7a06deaf687;nr_polisy;;;;397e8c59-dbf8-42ca-b067-e8651d090a9c;polisa;;3e79fde2-f66d-40c0-8fc3-0c837b93ba83
92c0d428-e93a-4a04-8ab4-ebd51919577d;;;;;;;;;;polisa;51a90998-0cd7-45ad-bbcf-77eb57e83169;;SA7257262006;51a90998-0cd7-45ad-bbcf-77eb57e83169;e71d4293-7408-4612-8dda-0510a5fade17;14ca893a-808d-4b86-86bb-69c83fb2b8c4;14ca893a-808d-4b86-86bb-69c83fb2b8c4;nr_polisy;;;;41ef404b-37f2-4254-80e4-ae69f4716311;polisa;;b9d91e1f-8a4d-497c-8b19-6d800f7f2574
f4eb6666-76aa-4598-8276-dd8ba781fb91;;;;;;;;;;polisa;c796fa14-7887-455f-97d5-10584d8b6105;;KJ9080979625;c796fa14-7887-455f-97d5-10584d8b6105;901ef4e0-c4f6-40cf-8f32-18ce4905abe4;ec0c4831-4b28-4501-a247-6bc9110ad0db;ec0c4831-4b28-4501-a247-6bc9110ad0db;nr_polisy;;;;85747e56-60db-49a4-a758-d54fe28b7b3c;polisa;;35aafd49-49b2-4b66-89b7-a0b579bdb555
5428e2dd-37b8-4a13-9d75-2b4e2269ad7f;;;;;;;;;;polisa;acef4044-5799-4eda-8a46-b9bf6cf4c0b9;;TU9095470819;acef4044-5799-4eda-8a46-b9bf6cf4c0b9;90213951-6177-436e-9597-7ebeba5e05e5;ab4a9faa-8fcc-4de2-ac57-9c075778c098;ab4a9faa-8fcc-4de2-ac57-9c075778c098;nr_polisy;;;;07529003-da8b-4095-9a74-97fb3c03e592;polisa;;4eede4ce-7393-40c2-b664-8483eb3d8a92
8c4169a1-0cec-4fd0-b352-dbe87a8b1b6a;;;;;;;;;;polisa;1a5579d6-2d68-4d85-8610-70ea87151861;;VE5329770403;1a5579d6-2d68-4d85-8610-70ea87151861;fe37e644-d49e-4015-b0a1-daa4292acbac;95835cdd-1c72-4d66-af08-872f18aa4724;95835cdd-1c72-4d66-af08-872f18aa4724;nr_polisy;;;;080d6781-8dfe-447e-a7ca-dc44887df2fb;polisa;;f52abade-f6e9-41ff-a0a3-2017ff247e4d
fd17e893-5884-4eb7-93e5-d8e1edc6f9cc;;;;;;;;;;polisa;6ebf1fff-b8e0-4cbc-bf92-7e6e86f262d4;;ZZ2007589280;6ebf1fff-b8e0-4cbc-bf92-7e6e86f262d4;28df15cf-4605-48e2-89b4-02d4fa040baa;077365fe-d485-420b-b320-d76c1905cbbc;077365fe-d485-420b-b320-d76c1905cbbc;nr_polisy;;;;2cd2a7e5-d995-46e9-8b12-eead66af01f2;polisa;;c6891524-dd3a-4b4a-84af-41e1346821d7
3e555ea0-72f1-47ae-b189-7b1cd0cd90e3;;;;;;;;;;polisa;4ea8729d-0fff-4a5a-81ee-9cdd36e39344;;LS8021090076;4ea8729d-0fff-4a5a-81ee-9cdd36e39344;9fb7af46-6e38-47d4-a600-c966349919fc;c6dadbc4-40a8-4f9e-8d5e-85614bc26cb1;c6dadbc4-40a8-4f9e-8d5e-85614bc26cb1;nr_polisy;;;;82c05fad-ab8d-45af-8665-5554c2ded1fc;polisa;;f7b2c8a8-3508-4eb8-9b06-2f1f7869cbc0
f9662188-2012-4d35-adb8-b3b5fe768939;;;;;;;;;;polisa;8c8ec911-0f84-4bd5-b08e-49cecfcb830e;;JO5372138427;8c8ec911-0f84-4bd5-b08e-49cecfcb830e;bf951c42-bebe-44fe-ba75-543ec9156bc8;b1d966e8-94df-4fb5-b4d7-2aee15e2f6f7;b1d966e8-94df-4fb5-b4d7-2aee15e2f6f7;nr_polisy;;;;5ef9e233-c77c-4fb7-9a03-7efc01635fee;polisa;;d3bb3139-29d0-4308-a10a-d806be00cdc8
fe98c939-3dcc-409a-b441-d25b9e33163c;;;;;;;;;;polisa;83762315-812f-42e1-ac74-c6e52a891479;;BV6926982692;83762315-812f-42e1-ac74-c6e52a891479;27db1e4c-e9cd-431f-ad7f-075b17f0851b;7bedce5f-4d80-4b71-aca3-248538824132;7bedce5f-4d80-4b71-aca3-248538824132;nr_polisy;;;;aed2f002-da46-4dcf-b34a-8a8f315f67b3;polisa;;1fe7ada6-4d84-4c17-82d3-392474d80f5e
7d866722-95fa-46c1-bdbd-44c73897d523;;;;;;;;;;polisa;4a1c1500-f46e-4203-8e05-8ca95b485c92;;JO7367937753;4a1c1500-f46e-4203-8e05-8ca95b485c92;523e7e1d-e821-4c7b-a8fc-fcb35db650a9;054c9b2e-f6f5-4b09-971f-820e235259e6;054c9b2e-f6f5-4b09-971f-820e235259e6;nr_polisy;;;;e0867a01-02f6-4d9c-8056-0172c026b010;polisa;;e45ee300-cfd6-41bf-81e7-4d445a932ac0
8ad23df3-1681-48b4-a505-d34c324a132c;;;;;;;;;;polisa;bab07a14-eaa3-461d-bcf8-65aba8165d2a;;RG3037864696;bab07a14-eaa3-461d-bcf8-65aba8165d2a;efba1cbc-0309-4211-9ff3-5f884ed28e99;f4b01851-6af4-4581-8a75-ff120fa98cb3;f4b01851-6af4-4581-8a75-ff120fa98cb3;nr_polisy;;;;13a2a199-a3b1-464d-8174-7364e2ee6991;polisa;;e050eaeb-56a6-487e-ab90-2c6d5db9ee41
a9dbc067-7e54-4e8f-8078-822ca9e4943b;;;;;;;;;;polisa;3ecf5a54-9b8c-423b-ba4c-9d16da2ccac8;;GC3060775372;3ecf5a54-9b8c-423b-ba4c-9d16da2ccac8;195fa573-3413-472d-be6d-5282bb866658;3f4b5322-dc39-47ce-a7f3-36c05e718a5c;3f4b5322-dc39-47ce-a7f3-36c05e718a5c;nr_polisy;;;;ad6b68ec-6596-4661-baca-4a2725cd8b13;polisa;;93c5b94a-c3f1-41fc-9904-b591e92e7b6b
3f52cfe2-f018-450d-a514-70fb52874cee;;;;;;;;;;polisa;80a56936-4484-46b3-bf2e-7622be9c3d54;;QL5447518168;80a56936-4484-46b3-bf2e-7622be9c3d54;45e2dd3e-1358-496a-bc1c-6929854746ba;052cc350-8cfc-4e4d-8066-5938113c6138;052cc350-8cfc-4e4d-8066-5938113c6138;nr_polisy;;;;71a3b56e-f69a-46c9-8efa-b31fb695477d;polisa;;b97a6183-2910-4bb7-9b9c-03b1fb1dae02
409b4656-80e8-4102-b1cd-21804bc59728;;;;;;;;;;polisa;9cdd86c3-c78d-49a0-9cba-b90994cb91e9;;CV6534468634;9cdd86c3-c78d-49a0-9cba-b90994cb91e9;ac584dea-1447-4b72-a9ae-c7dfd6b953b5;ad49b51a-2b0c-42ba-8d7b-f54f8884f8e9;ad49b51a-2b0c-42ba-8d7b-f54f8884f8e9;nr_polisy;;;;754d1694-2858-43c6-9abd-535ab957e2f8;polisa;;714f85da-e8bf-45c6-bc6b-ecec8b51ce36
f653dbbe-a7e3-44ef-84f9-c57870e20b4b;;;;;;;;;;polisa;81f3b81e-afef-432c-af3d-2842479010a2;;TO3832922891;81f3b81e-afef-432c-af3d-2842479010a2;465b47f5-0cb7-465c-acc5-3f3a20603bc0;9e856a93-f868-484b-b34c-94a2a5082b6e;9e856a93-f868-484b-b34c-94a2a5082b6e;nr_polisy;;;;6a6cb6c4-9200-4a17-ab04-48d9f77b47ba;polisa;;eb8f61c9-ab87-4b02-9cec-1caf40d75631
fff54527-9f5b-4e48-aeb2-fa92a283227d;;;;;;;;;;polisa;bdc4377e-efaf-47e3-b0ea-8167bf75e3b3;;EY1123379081;bdc4377e-efaf-47e3-b0ea-8167bf75e3b3;6e6b1030-3502-4e2d-bc62-82bee72b7c1b;332b3613-3f87-4980-bf91-b9acfefdf4e9;332b3613-3f87-4980-bf91-b9acfefdf4e9;nr_polisy;;;;9eaddfaa-e8b5-4543-9fa0-66a8739147fc;polisa;;89a23968-8210-46cf-bebe-3706b7350350
59de82d6-3d73-4f56-bfec-57e3bbd3778e;;;;;;;;;;polisa;c6ca5eee-9ba2-4013-aec3-4b266b5d99c5;;RR1298390265;c6ca5eee-9ba2-4013-aec3-4b266b5d99c5;1f332be4-0881-40f8-8d23-413a750f1ad5;f46d1120-244f-4464-93ad-7cf249b1f114;f46d1120-244f-4464-93ad-7cf249b1f114;nr_polisy;;;;1a23ba86-8806-4d91-b4cd-c28bbc5ddf1a;polisa;;798d11df-cf85-400c-92ea-9aee878dadeb
fda8d3f0-26b9-4908-8be6-cd13663198af;;;;;;;;;;polisa;0d18b8d1-8e41-4da0-a2ae-17f1012ee295;;YH6307116003;0d18b8d1-8e41-4da0-a2ae-17f1012ee295;68216215-6211-4cc6-9aaa-d7ea06f1f715;6f71bfca-6fb2-4401-af74-02d4b2dddeff;6f71bfca-6fb2-4401-af74-02d4b2dddeff;nr_polisy;;;;678b768c-17ce-44e3-be78-d0faa41ee451;polisa;;d6ce3a08-40a2-44f1-8b4c-4d9825a3525e
a4336058-661f-43ea-9968-5c8c6122efb5;;;;;;;;;;polisa;a5d47a1f-f4da-4a01-aec3-352fc9923495;;UZ3866658183;a5d47a1f-f4da-4a01-aec3-352fc9923495;275e75d3-e441-4c5c-b37d-2b886c1e7a27;f227bef8-738c-4bc5-b2d5-d3e7aacad64e;f227bef8-738c-4bc5-b2d5-d3e7aacad64e;nr_polisy;;;;59fbbcf4-5ba2-492a-ac24-2d06131fa6df;polisa;;eb523f97-0792-4c54-8e1c-ee03170cf468
b5c84fbb-8692-4a28-a4ff-3093d9d0d9e2;;;;;;;;;;polisa;280ce412-0d67-4c39-8e55-6db6a8d21527;;ZC9266780428;280ce412-0d67-4c39-8e55-6db6a8d21527;8ad6a741-ed0b-47f2-9647-38a6e3f39ace;af2bf9ef-7b89-4219-b319-be76b3671363;af2bf9ef-7b89-4219-b319-be76b3671363;nr_polisy;;;;e28c8f1e-5b31-4541-ae20-885719c304d9;polisa;;77decde4-645e-4684-832c-cddd46fdc012
667e9d29-eaa6-4ae4-981c-f7039b4c3590;;;;;;;;;;polisa;2e0512c7-2576-4572-b234-f273fc19e272;;EJ7256107106;2e0512c7-2576-4572-b234-f273fc19e272;22eadb5f-891d-451e-a175-03b284d7aafe;4ce3b19a-19b4-4fb7-9b76-3237a1cfa88b;4ce3b19a-19b4-4fb7-9b76-3237a1cfa88b;nr_polisy;;;;3fa82026-ba03-4dda-8e46-91a8366d84ab;polisa;;3ec790db-2464-4229-9100-f38015776ff8
ea786bfa-b08f-4ba7-98e9-273dfe7ad195;;;;;;;;;;polisa;c57f1002-0034-43ce-b249-9a1f6749a06c;;OT7592784011;c57f1002-0034-43ce-b249-9a1f6749a06c;6bc4277d-ffc1-4979-80cd-4f3313d2a318;b326627c-9c2a-40ae-a959-48113ffc5d80;b326627c-9c2a-40ae-a959-48113ffc5d80;nr_polisy;;;;8632cf02-f634-4cbf-8c1e-5fe504ba5a6e;polisa;;0aeb0715-5c89-437e-a611-d65c5c5c1cd7
13a45f9e-7ea9-48cb-9f61-17206b8960cd;;;;;;;;;;polisa;6b1e6bd3-daef-4cc6-84c9-11ef44a3d87d;;QC7233724773;6b1e6bd3-daef-4cc6-84c9-11ef44a3d87d;fcf17d64-e378-46d0-a94f-04f8ab05ac65;57ac5a99-4e44-4aba-b9dc-ca070720add0;57ac5a99-4e44-4aba-b9dc-ca070720add0;nr_polisy;;;;3898555e-83ec-420a-95a8-7f7e69eca0db;polisa;;90550b7b-5459-4580-bc33-d2848c55be9b
5334287b-2838-456a-a064-330c308f4c99;;;;;;;;;;polisa;cd7f9d92-9381-47f7-b84d-e1c11e59149c;;EN8372294344;cd7f9d92-9381-47f7-b84d-e1c11e59149c;513fa7c2-db8c-4348-9d9b-cb59181185e6;5cc2f319-c5f3-469d-a12b-b746caa04f21;5cc2f319-c5f3-469d-a12b-b746caa04f21;nr_polisy;;;;4f97cba6-346a-4804-928c-6a1b462e2fbd;polisa;;66582cf7-b3e0-47bb-b6c5-10710cc9158a
56d506a9-0bdb-4c84-a7a7-5a66fa73334a;;;;;;;;;;polisa;9fcc3ed2-9531-4d0c-9834-601379daf99e;;AF8970235968;9fcc3ed2-9531-4d0c-9834-601379daf99e;74082ffd-f39b-492c-b69c-2abbd122cdec;f90a8e10-7578-464e-aeea-1bbf8bc90b35;f90a8e10-7578-464e-aeea-1bbf8bc90b35;nr_polisy;;;;57ef4577-3ced-4e6a-abf4-265af29a99cd;polisa;;2fe6c3b3-fb58-41bc-bde3-98f54bd563a4
143e8d4c-134f-43e1-b3b7-e09be835a1da;;;;;;;;;;polisa;0c0836f6-1ac5-466f-9850-99e1b9fc0a0c;;KS4538897041;0c0836f6-1ac5-466f-9850-99e1b9fc0a0c;7436357f-2572-40e6-a957-d73aef4a7012;9de55232-9fa5-47a6-970f-392903362275;9de55232-9fa5-47a6-970f-392903362275;nr_polisy;;;;cae775dc-3afd-42f3-a1e0-60a2f595f362;polisa;;dcccaa44-8348-4a4d-8797-7f0b30e3d385
2a39c32e-d672-4e5c-8e9f-89844b3a351f;;;;;;;;;;polisa;2a61a21c-8f81-49e2-a632-6717dd5d8d6c;;IB0641212796;2a61a21c-8f81-49e2-a632-6717dd5d8d6c;f3f76e97-faf3-450f-8193-59e531ac6a25;e2a63c8e-998b-4661-800c-8fb31101cb61;e2a63c8e-998b-4661-800c-8fb31101cb61;nr_polisy;;;;9d02ce05-e10f-421f-a145-bb220fd2979a;polisa;;8d837099-522a-44b0-834c-112bbb1d6126
24967bd8-621a-4040-8db4-1daea43b078d;;;;;;;;;;polisa;b136191b-ddcc-4c92-8754-233b84e8148b;;YL7391484095;b136191b-ddcc-4c92-8754-233b84e8148b;f4ccce10-82c7-4d5c-85bd-54f0cdbec4ae;843a8ccf-6892-451c-a663-005e901e956d;843a8ccf-6892-451c-a663-005e901e956d;nr_polisy;;;;3d065dc1-21a6-484a-a02b-965442644654;polisa;;95dfa13e-bc36-4815-8467-7b539a219d80
d141f7e9-f80b-4456-8e64-5c10ed41baea;;;;;;;;;;polisa;bd66f6c3-67ad-4af6-8988-816701ac332c;;ZO2246171363;bd66f6c3-67ad-4af6-8988-816701ac332c;629cb795-2300-4e0d-8ed6-e197cd303506;de3ce046-c78d-4f6c-88ee-0c095026ab61;de3ce046-c78d-4f6c-88ee-0c095026ab61;nr_polisy;;;;38598980-62f4-4137-88e3-e5851064286c;polisa;;a19d38ba-8813-4302-8b83-73eb028555a1
9cb4326f-459e-49f8-8e19-9d8be6be3c5d;;;;;;;;;;polisa;0dd3474e-743d-4e01-8abe-6b9b4d291ec9;;TO6689821647;0dd3474e-743d-4e01-8abe-6b9b4d291ec9;5895499b-51a4-491b-9f37-47cfaed90038;66a20fa1-da2a-4c35-95b9-a85565551462;66a20fa1-da2a-4c35-95b9-a85565551462;nr_polisy;;;;04ef97b7-690a-4b68-9fe7-0d33de82b025;polisa;;10612780-9ede-4c26-9300-bd83ff50d371
a1901fd8-7f21-4233-97d7-bbacd02c7194;;;;;;;;;;polisa;2523b5c8-0fdf-4137-b2f1-d9b46cb516f0;;YE6785218223;2523b5c8-0fdf-4137-b2f1-d9b46cb516f0;2189f86b-1bac-425c-83e8-163e86e0f7e2;82fe5b05-3b5f-45f4-8241-027749877fbe;82fe5b05-3b5f-45f4-8241-027749877fbe;nr_polisy;;;;fa51d85d-372b-4c01-8580-f6fe782281e5;polisa;;16e73866-844d-4bd1-8959-f7c53ff8e830
5139afdd-8827-4ea1-b5e0-d3eb3cb73cc3;;;;;;;;;;polisa;5c52a6a0-68b6-4c6f-8a01-ff68974376e1;;IK8583292277;5c52a6a0-68b6-4c6f-8a01-ff68974376e1;7bf1d822-7a91-4068-a7c4-36a89d106615;f300c911-86cb-4414-81f7-9b15f19efcc2;f300c911-86cb-4414-81f7-9b15f19efcc2;nr_polisy;;;;7939707e-5ce1-452f-9604-427da47aec6c;polisa;;270cb324-d238-4e03-975f-53a42e0eecb0
56a90cb8-8089-4b87-9f6a-1572181a4407;;;;;;;;;;polisa;486c1098-d06c-46b5-984a-321c6a1e3f18;;XE3844792274;486c1098-d06c-46b5-984a-321c6a1e3f18;8109fbc5-c612-4a87-ab01-84afd118b5e8;32b14a59-c406-4991-b8e4-913a9613c54b;32b14a59-c406-4991-b8e4-913a9613c54b;nr_polisy;;;;93f39efe-df68-4c81-bbea-332d43f20431;polisa;;63867acd-f76d-4fae-b6f0-248fa8be3784
03d4ba10-df58-4516-9dfa-9ae5072b3ff5;;;;;;;;;;polisa;26e8b7e8-2c69-446d-a906-c8d005af6ce1;;IQ6776457454;26e8b7e8-2c69-446d-a906-c8d005af6ce1;9c657718-0cd1-4c94-8e6a-69fe5db9334f;a9aa675d-2627-4f81-a1fc-5ee2b136aad0;a9aa675d-2627-4f81-a1fc-5ee2b136aad0;nr_polisy;;;;2e983a5b-1d59-4c5d-805b-5f48bf0aeee6;polisa;;cf2ec90b-1031-46e9-b80e-5890a30d1fa3
92ecb910-64a9-4420-9d4d-b33a51fb91fc;;;;;;;;;;polisa;c8a0c634-2419-49ef-b35c-cfd6d1431406;;AZ9474820397;c8a0c634-2419-49ef-b35c-cfd6d1431406;79dd6513-7a06-428f-9c64-741fd6f51c44;c10d4524-767a-4f35-a90e-b07aa019ec7e;c10d4524-767a-4f35-a90e-b07aa019ec7e;nr_polisy;;;;c83d99a9-e922-4816-9452-278c661712d1;polisa;;4d29db6d-33c6-47af-afb7-1b4cc734ac5e
654ca080-f981-44c2-9e73-09f024c6a7b0;;;;;;;;;;polisa;e1186c38-c527-40ef-bb7f-004317048b58;;KK6690926588;e1186c38-c527-40ef-bb7f-004317048b58;7ce33b43-b192-4587-9e6f-59787465ef02;f042645c-9195-43dc-aff6-bf74c7588bac;f042645c-9195-43dc-aff6-bf74c7588bac;nr_polisy;;;;5c252d49-b7f8-4145-98bb-132928da86b3;polisa;;abfa116c-b13d-4ebe-a9c7-e23bb6cc1ce0
ccc17b4a-3136-4a1f-8b57-643348fb3a5e;;;;;;;;;;polisa;616cae5a-258b-4396-b930-be82f158b40b;;ZM3862316118;616cae5a-258b-4396-b930-be82f158b40b;47e5af11-af9a-45c4-bb5e-753316e13df6;dd22bad2-7f1e-4dcf-bb4b-88e748673a08;dd22bad2-7f1e-4dcf-bb4b-88e748673a08;nr_polisy;;;;a01ed3f9-920d-498f-89c3-e241840edd59;polisa;;b9c1cbaa-bbb9-4d92-b0ca-2929506d980b
