incident_id;;party_id;;id;;party_role_id;party_role_name
3762c92b-5def-457e-b27b-c7a7b20f67db;;690b0702-63dc-49f9-ba23-c6945c9a652e;;7eca2cdf-74fd-40c0-8962-b5590543b2f1;;f9cf0475-58b3-4fa4-98cd-af34b10d71dd;poszkodowany
c7c8c2c9-7153-4534-b780-fb0615c5d319;;99aac305-9d57-4b1e-b95e-a1b870166a90;;41ca9c26-51b9-4325-82e3-0e06e2f62913;;fbf23ff8-e761-4263-903c-1b848354900b;poszkodowany
645abd80-d95f-486c-b188-61952234007b;;d639ab3a-bba6-4746-ba1b-c5e27d4df5cf;;c3e957fa-8bc0-450d-bc18-359310cf8006;;fedcf340-65b4-484a-9727-a147e61aaec0;poszkodowany
f6798786-de2c-4e92-9a3d-2c00fa1adaea;;056f1cb3-b5b0-4351-922c-cffe6b740cea;;43d4cc95-fb29-4454-b353-bf64a8e426af;;6c5a80fc-8b42-4461-8187-fbbd4fa56f80;poszkodowany
ca1697c2-d9f1-4a15-864b-b4559fb6d465;;26c2349e-20fa-4a9b-af9c-51a7fb46448e;;b904ab91-75df-461b-a3e6-d6fcff44267f;;2b623cf8-2c4d-4482-896a-632c78659028;poszkodowany
be86d9b4-e073-4a42-af14-c88bb86ba0eb;;e6acae5f-9e15-4072-82a5-cdb87ffc53ce;;1b53583b-a889-4dd8-8011-578648bc9f7c;;875133e5-8aec-48ee-bfd4-c9c2d542b5a2;poszkodowany
9238e912-8909-46d3-9908-f4724ced014a;;012e19e1-89c4-49eb-b578-845592e633ed;;108c4886-cc38-41eb-93a3-f3146302f245;;942465c5-fd78-4ce7-9f1f-301b4da8dc96;poszkodowany
51bdb03f-9abe-4878-bfc1-dd5578f72c7d;;404eb7e0-7c5d-4e9d-9e1c-b351a7eda637;;9d2212d2-4145-4454-8425-78f21e882002;;b25d32af-977c-4282-bc3e-ba14206a5af2;poszkodowany
92c0d428-e93a-4a04-8ab4-ebd51919577d;;f3e33321-eb07-4396-815b-8b1812c102ac;;306e9ff7-b2d6-4f52-a93c-64c96b0c534e;;1be885ad-7e68-4d1d-a461-d0ea89d8ab34;poszkodowany
f4eb6666-76aa-4598-8276-dd8ba781fb91;;7a1b3cba-dcaf-4d5c-b80c-36f9fb0c6c77;;82a9b35d-4612-48f9-89a3-02036cfbd5d4;;8facaa3c-ac49-400b-a9d4-990eacd3f18a;poszkodowany
5428e2dd-37b8-4a13-9d75-2b4e2269ad7f;;1e718f83-810c-4f2b-ad52-09f167b1d003;;eea41937-959e-4c83-b0ca-83b59296213a;;633ab3f5-e8f1-47b8-8ce9-38f83c548790;poszkodowany
8c4169a1-0cec-4fd0-b352-dbe87a8b1b6a;;ab166ffc-63fa-4e28-a015-2e8996925a96;;47437091-1ec4-4257-ae1b-f91642dd4e52;;83a455a0-d5e7-4643-84b8-bb563d68b5fc;poszkodowany
fd17e893-5884-4eb7-93e5-d8e1edc6f9cc;;c6f268a3-7f5e-4ace-b152-6200637ed096;;9136af92-da51-420f-9b4a-b1f5716d2d6d;;5e310788-5ae1-47b3-818d-2cf2f4b70b02;poszkodowany
3e555ea0-72f1-47ae-b189-7b1cd0cd90e3;;edcc53aa-4404-4d9c-9816-53a86e206254;;4a29b546-82fb-4ee3-ae44-2bebb1f08545;;5a0155bc-a36d-4c43-b6a3-50a85db53fc9;poszkodowany
f9662188-2012-4d35-adb8-b3b5fe768939;;02184961-ae22-43b3-839a-65c9b2e8ebdb;;3ccd72b8-1f6c-4c1e-9a66-47ab03c2a2fc;;971fe897-178a-421e-bd2f-8f037c39652e;poszkodowany
fe98c939-3dcc-409a-b441-d25b9e33163c;;0a398c86-6a7c-4f7c-90e1-291648d3f7a1;;67d48706-fa54-47c7-8ec4-a402900f90b5;;590038c0-39ef-4ea7-b75c-04067ae917cf;poszkodowany
7d866722-95fa-46c1-bdbd-44c73897d523;;5bc37a79-694f-4601-88cf-47c7c01a8e9d;;08bd0da4-55fc-41bf-92fd-6a3bfd3c37f4;;291c9592-2ce6-47cb-b1ee-91d118b1fb5d;poszkodowany
8ad23df3-1681-48b4-a505-d34c324a132c;;1549d624-b8f4-4045-b7c6-27971642d509;;306b8afa-06ea-469a-ad28-92b81bb1ecd2;;a7a1ebf1-6ca0-45b1-a5ed-f8db7e49578f;poszkodowany
a9dbc067-7e54-4e8f-8078-822ca9e4943b;;017aec7a-7cfa-4691-9bbc-d50a900a13bf;;83573970-f89f-4044-b296-586d3be07e45;;fd70c4f2-b18a-4fcc-bb4c-34aa1bc9343c;poszkodowany
3f52cfe2-f018-450d-a514-70fb52874cee;;3bce2fba-157a-4332-afb4-6059c13001fd;;1ffb288c-aa9e-489c-b764-38771633017c;;19101519-4f9e-46d5-8bfa-314747a2e606;poszkodowany
409b4656-80e8-4102-b1cd-21804bc59728;;3de693bc-6683-449f-a062-7b8fcd1e8503;;0661b682-1af9-4e63-b977-632f9f2dadb4;;f3e5e5df-ab32-4136-a704-6b2b19b3de0d;poszkodowany
f653dbbe-a7e3-44ef-84f9-c57870e20b4b;;5b16f3a4-b73f-40b7-b231-73ac93704a27;;d00a5378-19fd-4998-9878-6dccad27169d;;e0f4a1b3-9037-4fa1-8a19-b130a71d16e0;poszkodowany
fff54527-9f5b-4e48-aeb2-fa92a283227d;;3d662bbd-45df-4861-94cb-ea8c20686673;;4b9fe397-ddc1-4856-89b0-427f4e784a7b;;bdbac3fd-3061-40eb-8f24-a7223072c149;poszkodowany
59de82d6-3d73-4f56-bfec-57e3bbd3778e;;3197edcf-0c18-46e6-8ff3-1286745e2116;;388bf57c-3fbd-4487-b8a8-cc06c726b3a8;;c341429f-1c59-4160-8fcc-647b36fea53b;poszkodowany
fda8d3f0-26b9-4908-8be6-cd13663198af;;05ae62af-e041-40ca-b218-bddc9fd8fb45;;d6c9381e-b43b-46a4-812d-18eee98f6c15;;6f3cba1b-2056-46e1-ba7b-5286160c4d20;poszkodowany
a4336058-661f-43ea-9968-5c8c6122efb5;;f40c0c4f-6151-4c55-b2b1-de1197bf81f4;;ec5af41e-66d5-4272-8b75-86789be75cdb;;5076181f-9e37-4670-bf48-33cfb17bd6f1;poszkodowany
b5c84fbb-8692-4a28-a4ff-3093d9d0d9e2;;61574040-7274-49f9-b02c-e599b36e574b;;e1fc2ed5-1fa7-4573-9f0e-73ca038f1f92;;fa76d892-849c-45a7-91cc-416dee8883d9;poszkodowany
667e9d29-eaa6-4ae4-981c-f7039b4c3590;;49caf77e-a1dd-4c54-bf7e-58a19cb174f7;;62a0c0c5-aeda-48b4-8226-c864de0b68c5;;a422895a-dbfe-4af7-9efe-70f0d385bdc9;poszkodowany
ea786bfa-b08f-4ba7-98e9-273dfe7ad195;;49a7e164-f31e-4deb-b3ad-3b4c8b96dbd8;;88f8dce8-7021-4bcc-8c39-c304d0302486;;5c8100d3-74b9-4944-bb1f-d360b8fa38ce;poszkodowany
13a45f9e-7ea9-48cb-9f61-17206b8960cd;;3618aa60-2edd-4233-8f1f-ce7487834d2e;;cbd60f6e-b73d-4b93-b7fc-c9a992e96b63;;e3202058-e91d-45b8-ad6c-585b3158675a;poszkodowany
5334287b-2838-456a-a064-330c308f4c99;;0987e3f1-2476-4b4c-bec5-c26fdf036463;;104ce3a8-91ab-4340-8ab8-3630bb12c693;;42c24988-511c-47a2-8c64-f795be2324d3;poszkodowany
56d506a9-0bdb-4c84-a7a7-5a66fa73334a;;f14369e7-2b26-4dd6-a866-adc90abf5cba;;666b304f-7b09-46d9-a5af-87ee77351949;;8d7f3814-6088-4daa-9bc3-d27c32b0f901;poszkodowany
143e8d4c-134f-43e1-b3b7-e09be835a1da;;84f9662c-1443-4110-9919-898892bd26ff;;3282fc0a-959f-4b12-87dc-e9d043a4984f;;37c3930e-487e-4994-9080-0885f69101f1;poszkodowany
2a39c32e-d672-4e5c-8e9f-89844b3a351f;;3a8a8925-f7a3-45b1-b53d-21e9951da71e;;2c847cde-554a-45dd-8f3a-c7351045e01f;;314e8b44-164a-494b-9b0c-3c0b450f9f73;poszkodowany
24967bd8-621a-4040-8db4-1daea43b078d;;88f963cc-4925-496a-9e6f-860aeae82fb8;;dda98fb9-6c0c-44c1-8267-9839a1b67e01;;c9f1f015-97f0-478b-a14a-779ba197fa15;poszkodowany
d141f7e9-f80b-4456-8e64-5c10ed41baea;;ee18331a-0874-4125-a248-9a6d61e661c4;;c82ebc18-fec3-470f-9800-fe0f1c425c4c;;0edf4714-f059-44c0-8721-132709430ced;poszkodowany
9cb4326f-459e-49f8-8e19-9d8be6be3c5d;;7b193825-15d5-4d4d-a718-55dd514adfbd;;7989fd04-d16a-4a58-9294-16c3df924cf4;;98282362-d614-4b44-9afd-92512c9050c0;poszkodowany
a1901fd8-7f21-4233-97d7-bbacd02c7194;;7fa5c5ff-9ff7-4303-afc7-0ecf0f201650;;cdf4d188-8443-4bfe-b853-561b3231baee;;a8907e3b-a51a-438b-911d-6f7b43c1e8cb;poszkodowany
5139afdd-8827-4ea1-b5e0-d3eb3cb73cc3;;adfb931f-b87f-4e01-9d90-04f61f104c74;;f53d75db-1145-46f9-a3df-61331fac4bf8;;d79202a8-cc05-4c97-a568-abe3eafa6212;poszkodowany
56a90cb8-8089-4b87-9f6a-1572181a4407;;909c6fbf-59d1-4376-b8eb-a5e32497bd82;;a04db0d1-492d-4eef-9092-05e8d602ce45;;fbe30507-adb3-489b-8aaa-719ff5f78557;poszkodowany
03d4ba10-df58-4516-9dfa-9ae5072b3ff5;;9558c6d1-2458-41be-a772-93dfea280b4d;;7f0963ab-406b-4124-b258-bd90a88ece45;;dfd75a93-d140-4540-8e83-036c517434f6;poszkodowany
92ecb910-64a9-4420-9d4d-b33a51fb91fc;;f7444dea-f85f-4dcb-924c-1d199f1391a6;;5e7f2d48-f89f-40e4-a8b6-14a5d2babf81;;bf78190c-c215-4658-9a4f-f7ab31f909c1;poszkodowany
654ca080-f981-44c2-9e73-09f024c6a7b0;;3dcd0970-1cd9-42fa-97f5-701f622174de;;0420e9ef-8776-4a43-92c2-f9b011aa0035;;6235e346-60bd-43ff-b023-1973a37fb33a;poszkodowany
ccc17b4a-3136-4a1f-8b57-643348fb3a5e;;08b426ee-8cee-465a-a46f-334c8ad7912b;;c4bb483e-2f5b-4c07-9591-4fbb2e050b0f;;b69ce60a-c65c-4d97-ba17-03789c1821db;poszkodowany
40692e7f-c7e0-48f0-80af-211ebbff654d;;961f13bb-b26c-4f23-9e41-2220c0b5f5c1;;8e6b7b64-93d3-4cec-90d0-c142597be350;;6b06588d-a319-4666-add0-4ae54478cb37;poszkodowany
436873fb-4824-4fd6-8282-80104a19337f;;5116d72a-36b2-4410-915b-2dd4896dfed8;;fdd3b334-eca3-4fc4-a9df-07b7ccc43937;;6a1b60d6-09ae-4460-b830-94ae3d36c139;poszkodowany
b24b24d7-2cf1-465c-ab39-8270fdc4227f;;11610ba2-1ae6-423f-bae4-77221e95ef14;;7a8ec402-a6ac-48d1-b0ac-5e60c4ab2b69;;60fc55ec-7cb7-4b56-9612-e2d4d3737aaa;poszkodowany
03974646-69b7-46a4-8939-e32f63ce19f0;;50940dcd-211f-480d-8dd5-f0cbcd2e92e0;;8d21c185-03f3-414e-9184-5bd5416594d6;;679a26db-70c2-45bb-954f-9c28a9c9f297;poszkodowany
a47b9d16-4671-4623-b3aa-4665ceea5ed2;;c0260c0d-fbc1-4b31-9be4-0ca02fc7ce6f;;658083cf-c8ad-400c-9ffc-7b86fad7bca9;;5d7a347f-2378-4244-bc3c-c525498da989;poszkodowany
41ef96e7-5b7f-4d3d-9b4f-b03d41998af9;;e7f07bdc-5817-4aa2-b5f0-70e133eaee45;;d01ade16-f20b-4184-b401-421ced8a47bc;;b190d57f-09c9-4b46-90fc-de28c99837b8;poszkodowany
167bd0e6-bc8f-46be-be64-3a0fdd414a37;;85bc6312-7d25-4ec1-847a-163a9bdccecc;;a2608a8b-3971-4128-9667-d6f79f45dc72;;75c2af61-fead-4232-b7e2-04d7933ef12b;poszkodowany
601b82c6-03bf-4913-a012-2fd035823a8f;;629e25b4-c08b-4de5-ae3d-e2ca82a116c5;;b37af5d8-6c55-4a63-8ce3-bbbb5455e9a8;;c6e13019-3781-4856-b73a-88e3886d0fc7;poszkodowany
5adb964d-15b8-4893-87a4-3dcf72d878b6;;8f79a4ce-9956-4fdc-9720-956760d9e093;;0880e017-131d-411b-b39c-cc7e6ee28d70;;e4355c3b-eb45-453d-abe3-3dfa70df4884;poszkodowany
4805f69c-50fa-4f62-8d26-5b997189ffea;;eb4b82dd-b24a-49cc-9efd-4b95c64677ef;;f8d01747-bb51-482e-9484-e1aa97e75e6e;;1e41216a-149b-401d-8b5e-d41d950a7735;poszkodowany
1594ec7b-69ed-4496-8f40-be5bdf07cac6;;d6890611-93e8-454f-ad77-5f905bf95c87;;21ec40b0-613b-41bb-bcae-503db8c6de77;;4b3fde0f-1ce5-4428-8d93-f511058e6706;poszkodowany
1253567b-3d27-45fe-a3ec-d95c291ed653;;b288c9c2-c2c2-4f0c-a56f-40bee9ce8f73;;12c58df7-06be-475b-a14a-dad567cd0171;;1372b17c-1cce-4c81-ae72-4c8ad7f8bbcf;poszkodowany
aa4b3d66-08f7-4726-917f-e4bd2497ddb0;;45861330-4839-4520-8db5-7a4ef09d4376;;ab7e3c42-7b0a-4443-987d-55cc5832a7c9;;4baf458c-0530-46ee-a76f-30b99ef1e1ae;poszkodowany
85bda87e-ad4e-4eb9-8830-49b15bc369be;;0a3dab2b-2ca1-45fa-8e39-70632ad11137;;df312500-4114-4904-8ed5-9d126aad1385;;5e0ae94e-e809-4801-875e-9a7efd5a8203;poszkodowany
3e9051ff-94d8-4c41-b43f-9a813714def5;;ecd14bfa-241f-46fb-bd14-c5686f7df06f;;7c171a46-19f4-4f6c-a41b-cf8db830a306;;9af0a933-0bd2-4f7f-a6da-9e2dc5cabd99;poszkodowany
0c0929f7-397f-4fdd-a687-342c6e751127;;a996b78d-8383-45a6-827b-0cf7d953cd39;;5a1014ce-422b-4026-87b7-7a2a8ae6063c;;93ef1f82-8b78-4058-a889-10ef39677482;poszkodowany
92c529cb-6737-4bb3-bbf4-9846ede02043;;570b2e6d-4e29-47aa-8e31-3074b25f9be4;;152f88fe-0e09-4fca-86c0-f009fccde25f;;be771cbf-d15e-4761-b5fc-d400e3e2e7d3;poszkodowany
99f4eb97-5e06-4449-8c2f-d4dead0b035b;;47fcd0b8-7d21-4aa1-a275-f849f3b4978f;;478275c0-7604-4c9f-8030-1a362716b8c2;;8d613ef4-2f9a-4b47-b3d5-363bea9e4517;poszkodowany
dff8c196-697e-4145-b0a1-be7ac72d1790;;9ebd2512-ab97-42a2-9c34-038cabf91af3;;443ff64d-28a5-4650-917c-f43206a9422d;;fce6ef6c-cc5e-4250-83bf-64baa579a923;poszkodowany
